Tree_Tag_N,Status,Species_Co,Common_Nam,Genus,Species,Ownership,Location_C,DBH,Number_of_,Percentage,Crown_Widt,Total_Heig,Latitude,Longitude,subway,subway_dist,density_10m
916,alive,oakred,Red Oak,Quercus,rubra,p,w,8,1,0,5,8.5,43.77373105,-79.50839018,out,298.6064199,2
194,alive,oakred,Red Oak,Quercus,rubra,p,fy,16,1,0,8,12,43.772014,-79.508841,out,489.3994039,3
275,alive,oakred,Red Oak,Quercus,rubra,p,sr,10,1,0,4,5,43.770247,-79.501822,out,465.8645031,3
1299,alive,oakred,Red Oak,Quercus,rubra,p,sr,18,2,0,9,11,43.779977,-79.49686,out,712.7085577,3
1407,alive,oakred,Red Oak,Quercus,rubra,p,nw,8.8,1,0,3.5,6,43.771907,-79.510934,out,561.8650388,2
1103,alive,oakred,Red Oak,Quercus,rubra,p,sr,31,1,20,9,9,43.778314,-79.500015,out,422.5847131,1
1034,alive,oakred,Red Oak,Quercus,rubra,p,sl,39.5,1,0,8,10,43.776485,-79.500494,out,219.3617097,4
270,alive,oakred,Red Oak,Quercus,rubra,p,sr,14,1,0,7,7.5,43.770173,-79.50218,out,483.830224,3
189,alive,oakred,Red Oak,Quercus,rubra,p,fy,32,1,0,15,13,43.772005,-79.508946,out,493.4307006,3
399,alive,oakred,Red Oak,Quercus,rubra,p,sr,11.5,1,0,9,10,43.770762,-79.505828,out,66.37241441,10
1080,alive,oakred,Red Oak,Quercus,rubra,p,sr,50.159236,1,0,14,15,43.777409,-79.499334,out,348.801228,3
187,alive,oakred,Red Oak,Quercus,rubra,p,sr,49,1,40,14,12,43.776827,-79.501822,out,215.3473068,4
991,alive,oakred,Red Oak,Quercus,rubra,p,by,36,1,40,11,10,43.778107,-79.502281,out,333.8640488,2
1061,alive,oakred,Red Oak,Quercus,rubra,p,by,8.3,1,0,4,5,43.772314,-79.500119,out,298.6333622,6
764,alive,oakred,Red Oak,Quercus,rubra,p,fy,4,1,0,1.8,7,43.771847,-79.504521,out,379.1002063,3
1317,alive,oakred,Red Oak,Quercus,rubra,p,sl,39.8,1,0,17,8.5,43.770465,-79.502687,out,391.209688,8
272,alive,oakred,Red Oak,Quercus,rubra,p,sr,11.4,1,0,10,6,43.7702,-79.502041,out,477.0344727,3
358,alive,oakred,Red Oak,Quercus,rubra,p,n,13.5,1,0,7,9,43.77494659,-79.51028399,out,228.1040197,5
1770,alive,oakred,Red Oak,Quercus,rubra,p,e,12,1,0,6,12,43.77648498,-79.51009634,within,63.51912488,5
154,alive,oakred,Red Oak,Quercus,rubra,p,fy,5,1,0,2,9,43.776018,-79.503645,within,507.3071752,2
2194,alive,oakred,Red Oak,Quercus,rubra,p,e,0,0,0,0,0,43.77495856,-79.50458615,within,59.61695208,5
1191,alive,oakred,Red Oak,Quercus,rubra,p,fy,17.2,1,0,10,13,43.772527,-79.498469,within,347.6184266,7
1316,alive,oakred,Red Oak,Quercus,rubra,p,sr,12.3,1,0,3,9.5,43.773065,-79.4977,within,392.7961501,9
91,alive,oakred,Red Oak,Quercus,rubra,p,fy,24.5,1,20,9,12,43.776562,-79.504318,within,114.1185162,5
1237,alive,oakred,Red Oak,Quercus,rubra,p,sr,34.5,1,0,12,11,43.775433,-79.499828,within,129.6813077,9
1318,alive,oakred,Red Oak,Quercus,rubra,p,sr,12.5,1,0,3,12,43.77291,-79.497631,within,443.0654361,3
1060,alive,oakred,Red Oak,Quercus,rubra,p,by,13,1,0,6,9,43.772339,-79.499984,within,195.9235922,2
1773,alive,oakred,Red Oak,Quercus,rubra,p,e,18.5,1,0,12,17,43.77642673,-79.51009376,within,69.46544956,4
1317,alive,oakred,Red Oak,Quercus,rubra,p,sr,13,1,0,2,9,43.772961,-79.497656,within,391.209688,8
1513,alive,oakred,Red Oak,Quercus,rubra,p,s,44.5,1,0,17,31,43.77474571,-79.50426602,within,598.9387429,2
1058,alive,oakred,Red Oak,Quercus,rubra,p,by,11.3,1,0,6,8,43.772378,-79.499781,within,186.043506,2
1501,alive,oakred,Red Oak,Quercus,rubra,p,s,34.5,1,0,26,28,43.77497871,-79.50434769,within,50.52238081,6
1305,alive,oakred,Red Oak,Quercus,rubra,p,sr,15,1,0,6,9.5,43.773505,-79.497657,within,8.18334624,2
76,alive,oakred,Red Oak,Quercus,rubra,p,fy,35.5,1,0,11,13,43.776656,-79.504024,within,132.4844084,2
1543,alive,oakred,Red Oak,Quercus,rubra,p,n,41.8,1,40,26,20,43.77440146,-79.50474234,within,121.8325683,12
1540,alive,oakred,Red Oak,Quercus,rubra,p,n,51,1,50,17,18,43.77438644,-79.50479899,within,125.0515906,10
1056,alive,oakred,Red Oak,Quercus,rubra,p,by,8.2,1,0,3,8,43.772425,-79.499598,within,437.7795273,5
1285,alive,oakred,Red Oak,Quercus,rubra,p,sr,10,1,0,3,10,43.773952,-79.49767,within,37.86706773,2
1258,alive,oakred,Red Oak,Quercus,rubra,p,pl,45,1,40,12,9,43.775354,-79.49948,within,415.1792183,4
1264,alive,oakred,Red Oak,Quercus,rubra,p,pl,26,1,10,9,7,43.774836,-79.498096,within,247.1263738,2
282,alive,oakred,Red Oak,Quercus,rubra,p,n,15.5,1,0,10,11.5,43.77511468,-79.50917189,within,178.2843052,1
1238,alive,oakred,Red Oak,Quercus,rubra,p,sr,31.5,1,0,10,8,43.775442,-79.499752,within,132.8117947,9
186,alive,oakred,Red Oak,Quercus,rubra,p,sr,37.5,1,10,11,13,43.775534,-79.503088,within,506.6021411,5
1259,alive,oakred,Red Oak,Quercus,rubra,p,pl,28.5,1,20,10,9,43.775439,-79.498954,within,277.3716338,1
761,alive,oakred,Red Oak,Quercus,rubra,p,st,12.5,1,0,5,10,43.771385,-79.496342,within,189.0169238,2
1260,alive,oakred,Red Oak,Quercus,rubra,p,pl,19.5,1,20,5,6,43.775386,-79.498918,within,271.306669,2
1319,alive,oakred,Red Oak,Quercus,rubra,p,sr,14,1,0,2,10.5,43.772847,-79.497617,within,75.37416913,4
1284,alive,oakred,Red Oak,Quercus,rubra,p,sr,9.3,1,0,1,10,43.774008,-79.497695,within,767.0965977,4
171,alive,oakred,Red Oak,Quercus,rubra,p,by,46.5,1,40,16,12,43.77552,-79.503458,within,399.8242936,10
2135,alive,oakred,Red Oak,Quercus,rubra,p,n,15,1,5,14,24,43.77717764,-79.50473051,within,165.6707485,1
1266,alive,oakred,Red Oak,Quercus,rubra,p,pl,17,1,20,10,9,43.775113,-79.498217,within,233.6955454,1
1348,alive,oakred,Red Oak,Quercus,rubra,p,by,14.5,1,0,8,10,43.772628,-79.498602,within,126.3038546,2
1233,alive,oakred,Red Oak,Quercus,rubra,p,sr,18,1,0,6,12,43.771895,-79.497364,within,165.5003705,10
2133,alive,oakred,Red Oak,Quercus,rubra,p,n,16.8,1,15,12,16,43.77698952,-79.50465164,within,148.5310205,1
1193,alive,oakred,Red Oak,Quercus,rubra,p,fy,15.8,1,0,8,12.5,43.772573,-79.498242,within,121.71448,3
1195,alive,oakred,Red Oak,Quercus,rubra,p,fy,16.5,1,0,12,11.5,43.772617,-79.498025,within,110.9354617,3
1490,alive,oakred,Red Oak,Quercus,rubra,p,w,37.5,1,0,14,31,43.77496237,-79.50453089,within,57.59831048,5
1519,alive,oakred,Red Oak,Quercus,rubra,p,s,40.7,1,0,14,17,43.77463833,-79.50419769,within,81.27196947,6
1263,alive,oakred,Red Oak,Quercus,rubra,p,pl,24,1,20,7,9,43.774794,-79.498659,within,252.9483995,1
229,alive,oakred,Red Oak,Quercus,rubra,p,fy,43.5,1,40,7,10,43.777042,-79.50328,within,194.2826045,7
550,alive,oakred,Red Oak,Quercus,rubra,p,fy,24.5,1,30,7,9,43.776108,-79.500405,within,107.3045584,3
242,alive,oakred,Red Oak,Quercus,rubra,p,n,43,1,0,12,15,43.77490271,-79.50909025,within,197.8696513,7
1055,alive,oakred,Red Oak,Quercus,rubra,p,by,11,1,0,5,8,43.772441,-79.4995,within,171.4314107,3
896,alive,oakred,Red Oak,Quercus,rubra,C,n,15.3,1,0,10,23,43.77791242,-79.50872945,within,526.6904651,8
551,alive,oakred,Red Oak,Quercus,rubra,p,fy,11.6,1,0,7,8,43.773388,-79.50098,within,115.6916984,4
1265,alive,oakred,Red Oak,Quercus,rubra,p,pl,18,1,20,9,8,43.775058,-79.498194,within,240.3704015,1
1283,alive,oakred,Red Oak,Quercus,rubra,p,sr,10.5,1,0,1,10,43.774057,-79.497713,within,347.8669556,3
1350,alive,oakred,Red Oak,Quercus,rubra,p,by,17.2,1,0,8,10,43.772584,-79.498813,within,136.9110837,2
